Date,Delivered(/ub),Recorded(/ub)
2018-04-18,750818.916,682104.753
2018-04-19,3767972.350,1934307.856
2018-04-20,17293893.313,15383196.367
2018-04-21,9966465.819,9125271.730
2018-04-22,86343373.602,70633691.101
2018-04-23,21040800.174,20475036.327
2018-04-24,27546140.001,25444370.368
2018-04-25,160571497.649,133804938.759
2018-04-26,160559227.773,133349627.613
2018-04-27,371368811.244,345279522.908
2018-04-28,238213817.276,231915252.896
2018-04-29,292165106.902,265525102.466
2018-04-30,449906721.396,438914948.790
2018-05-01,583756363.255,554280566.202
2018-05-02,303879610.530,260451418.024
2018-05-03,793326027.888,766127891.343
2018-05-04,683013430.965,655116631.849
2018-05-05,487238068.365,468287879.912
2018-05-06,663604632.554,616878384.441
2018-05-07,495777029.876,475243995.860
2018-05-08,233597201.061,227641151.338
2018-05-09,480405504.483,461097989.114
2018-05-10,667428550.882,615675404.418
2018-05-11,636937191.226,613420970.590
2018-05-12,890013745.536,848156877.043
2018-05-13,871930856.629,818980464.400
2018-05-14,613359842.622,585785622.753
2018-05-15,129468444.507,119127484.409
2018-05-16,416828078.011,379365655.618
2018-05-17,563199342.548,544277362.645
2018-05-18,418265740.392,404330020.000
2018-05-19,696910960.258,675899408.706
2018-05-20,327984090.853,299799704.138
2018-05-21,621812134.369,581703049.131
2018-05-22,883062644.396,813491659.754
2018-05-23,683382373.209,661656096.076
2018-05-24,47671937.589,45369771.189
2018-05-25,404967089.364,368443899.666
2018-05-26,449321792.066,432494010.683
2018-05-27,244146224.610,236531860.758
2018-05-28,340955750.136,320119607.736
2018-05-29,469009726.418,437951404.438
2018-05-30,423821876.796,407377468.128
2018-05-31,258256857.201,243848586.481
2018-06-01,809514599.960,754564635.505
2018-06-02,538247325.036,509224961.499
2018-06-03,56820109.021,47421291.361
2018-06-04,594072048.257,572617001.564
2018-06-05,740864746.133,675045319.805
2018-06-06,607772749.101,580784203.823
2018-06-07,399262355.654,386595532.754
2018-06-08,312683720.564,301528140.831
2018-06-09,801994720.163,772376757.815
2018-06-10,735886172.422,705449409.352
2018-06-11,565871965.627,545484144.317
2018-06-12,241250037.941,231733493.386
2018-06-13,0.000,0.000
2018-06-14,0.000,0.000
2018-06-15,0.000,0.000
2018-06-16,0.000,0.000
2018-06-17,0.000,0.000
2018-06-18,0.000,0.000
2018-06-19,0.000,0.000
2018-06-20,0.000,0.000
2018-06-21,0.000,0.000
2018-06-22,0.000,0.000
2018-06-23,0.000,0.000
2018-06-24,0.000,0.000
2018-06-25,87481.096,80492.904
2018-06-26,65196582.461,53939152.690
2018-06-27,73549001.674,64343330.584
2018-06-28,410559454.515,390019962.840
2018-06-29,31491273.368,30537353.377
2018-06-30,394114.250,182159.287
2018-07-01,17833144.835,17159061.058
2018-07-02,120787.038,109456.488
2018-07-03,948742.511,906336.045
2018-07-04,635480.850,613102.447
2018-07-05,1333222.548,1221975.121
2018-07-06,2049633.834,1793648.866
2018-07-07,1361584.736,1280237.096
2018-07-08,463247630.120,442047746.367
2018-07-09,236952026.178,218269028.803
2018-07-10,442882852.035,412736780.099
2018-07-11,259725458.002,212873799.307
2018-07-12,540558678.273,503995527.168
2018-07-13,818915490.774,795101915.501
2018-07-14,364139982.202,351747961.103
2018-07-15,521564533.400,492226702.266
2018-07-16,490793032.029,473192870.173
2018-07-17,156770125.290,151593671.894
2018-07-18,396125978.409,359792377.767
2018-07-19,596257585.366,557816633.916
2018-07-20,468912697.261,449303394.997
2018-07-21,771012941.590,700516788.173
2018-07-22,903333644.385,836872422.548
2018-07-23,150998728.201,145636987.379
2018-07-24,0.000,0.000
2018-07-25,0.000,0.000
2018-07-26,0.000,0.000
2018-07-27,0.000,0.000
2018-07-28,0.000,0.000
2018-07-29,0.000,0.000
2018-07-30,35916.699,32800.988
2018-07-31,167249.571,159633.854
2018-08-01,266388283.777,258612836.651
2018-08-02,195260966.833,188314683.992
2018-08-03,455374678.845,431834622.396
2018-08-04,777499002.955,738547865.077
2018-08-05,547346628.664,516066930.362
2018-08-06,600747009.749,574596119.608
2018-08-07,497334390.863,472077799.191
2018-08-08,475946133.139,441955616.202
2018-08-09,711960030.386,679841537.576
2018-08-10,532112289.082,497484280.307
2018-08-11,512130381.457,453095003.107
2018-08-12,724768342.303,666895673.672
2018-08-13,693114833.789,656766200.338
2018-08-14,746715911.657,653829027.525
2018-08-15,692266033.220,659530616.896
2018-08-16,49709220.543,47986860.358
2018-08-17,681584825.580,629825076.790
2018-08-18,837152754.782,791966839.806
2018-08-19,551431681.256,529381340.775
2018-08-20,492543299.431,475464030.467
2018-08-21,0.000,0.000
2018-08-22,0.000,0.000
2018-08-23,282528882.365,252668723.624
2018-08-24,758561337.195,724150172.539
2018-08-25,518610247.282,479808553.927
2018-08-26,614972696.386,556061239.281
2018-08-27,679684532.935,638312447.269
2018-08-28,727403389.179,691251253.370
2018-08-29,614858033.605,581618501.985
2018-08-30,528419581.919,506812934.178
2018-08-31,693626360.780,660081568.412
2018-09-01,337081568.557,325187584.900
2018-09-02,747639205.903,700275338.180
2018-09-03,844457220.219,809296410.391
2018-09-04,840805642.339,798159159.103
2018-09-05,744699977.915,699018747.802
2018-09-06,762736965.029,733296038.169
2018-09-07,649466792.768,620985041.901
2018-09-08,788225854.450,695717600.222
2018-09-09,570793106.875,505964746.508
2018-09-10,440670707.029,423593146.277
2018-09-11,0.000,0.000
2018-09-12,0.000,0.000
2018-09-13,0.000,0.000
2018-09-14,0.000,0.000
2018-09-15,0.000,0.000
2018-09-16,0.000,0.000
2018-09-17,0.000,0.000
2018-09-18,0.000,0.000
2018-09-19,0.000,0.000
2018-09-20,0.000,0.000
2018-09-21,0.000,0.000
2018-09-22,0.000,0.000
2018-09-23,74494589.799,54449871.188
2018-09-24,524049813.112,397350665.194
2018-09-25,540631616.459,507872162.967
2018-09-26,425309404.262,407468134.383
2018-09-27,0.000,0.000
2018-09-28,0.000,0.000
2018-09-29,773995084.016,670300310.307
2018-09-30,666207763.184,638407425.051
2018-10-01,448379340.571,425138813.944
2018-10-02,240235088.770,227386681.561
2018-10-03,793123112.278,733122264.274
2018-10-04,508586000.572,482306953.545
2018-10-05,356535743.568,308934691.234
2018-10-06,2915478.430,2477217.060
2018-10-07,573927771.673,538217791.187
2018-10-08,485180425.840,465777255.424
2018-10-09,677914955.407,637650193.155
2018-10-10,21687745.388,20796197.065
2018-10-11,229029718.214,213844724.527
2018-10-12,0.000,0.000
2018-10-13,0.000,0.000
2018-10-14,0.000,0.000
2018-10-15,183894.187,152181.208
2018-10-16,479781490.253,455875823.979
2018-10-17,619222844.088,581401479.641
2018-10-18,782985942.730,740188253.133
2018-10-19,545493397.577,520580855.539
2018-10-20,690442940.726,662729101.878
2018-10-21,576124330.289,532878591.845
2018-10-22,572251042.267,540050084.016
2018-10-23,754147985.314,672783875.687
2018-10-24,90837865.757,82680889.356
2018-10-25,0.000,0.000
2018-10-26,2677745.120,2352346.547
2018-10-27,0.000,0.000
2018-10-28,0.000,0.000
2018-10-29,0.000,0.000
2018-10-30,0.000,0.000
2018-10-31,0.000,0.000
2018-11-01,0.000,0.000
2018-11-02,0.000,0.000
2018-11-03,0.000,0.000
2018-11-04,0.000,0.000
2018-11-05,0.000,0.000
